Wow ! Where's the treasure ? , It's in a dungeon   under a castle
Great ! , I played the video game at Mike's home yesterday
And then ? , I borrowed it from Mike yesterday  Why not have a try ?
Yes ? , Mr  Brown will have to call you back in a little while
I'm sorry   that's bad luck , Mr  Zhang   are you still there ?
That will be fine , I'm going to the pub tonight
Better late than never , Hi ! This is John Li   is my car fixed yet ?
Yes   Mr  Smith ? , Is my VCR ready ?
I can help you with that  Do you still have your receipt ? , No   I receive this as a birthday present   but the price tag is still on the skirt though  Will that be OK ?
I'm sorry  I think we're out of this skirt in this color  Do you want me to call another one of our store to see if it's available there ? , No   that's all right  I'll just look for something else
Do you have the ' The man and the Sea ' by Ernest Hemingway ? , Yes   we have one copy left
I would be happy to  Did you find everything you needed ? , Yes   I did   thanks
Benter's Books , Yes   I need to order a large number of Webster's dictionaries
I'm a little rushed  Is there any quicker way to get there ? , Yeah   of course  You can take a taxi
Do the drivers speak English ? , Some are better than others  But   you shouldn't have a problem
Excuse meCould you please tell me where the train station is ? , It's two blocks down the road
No   she's out for lunch  May I take a message ? , Yes   please ask her to call John Smith
Pork chops , Could you have a taxi pick me up and take me to the airport before 1 p  m  ?
Ok   someone will be there by 12:15 , What are your rates ?
No   I'll send a larger vehicle to pick you up , Do you think you can fix my computer ?
I don't think so  I'm just shaken up a little , Maybe I'd better call an ambulance
Yes   it's OK , Taxi !
Get in and close the door , Can you speed up a bit ?
But I can't help it , Can you drop me off here ?
Who ? , Sue John
I passed all the tests   Mom , Well done !
Is this 2517758 ? , No   this is 2517759
Is Tom in ? , Wrong number
Oh   I'm sorry , Let's eat out
Sure  Our special wine today is a 1989 Chardonnay , That sounds pretty good ! How much is it ?
I'll need to see your ID please , Here you go
What's the matter ? , Hello   is John in ?
All right , That's two for me and one for you
Tom has gone to lunch , I'll just try him again
He should be back in about forty minutes , Hello   is John in ?
Yes   what's your name ? , I can't finish this steak
We can take a bus there , Does this bus go there ?
No   it's too crowded , Dad  Here comes another bus
We got on the wrong bus , I'm trying to reach Robert please
Around 3:30 , I can't find my keys
Mrs  Smith has not checked in yet , Can you leave a message for her to call her office ?
He's with someone right now   would you hold ? , What's the best way downtown ?
If you are in a hurry   you should take a taxi , Is that expensive ?
Take a bus then  It will only cost you 5 dollars , That's not so bad
May I speak to Marry Lin please ? , I'm sorry Marry is out right now
Let's go ! , Where to ?
When is a good time to catch him ? , In about twenty minutes
Somebody   please answer the phone , I've got it
May I have his office phone number please ? , Sure  It's 289 1234
Where are you going ? , To the office  I'll be right back
I ’ m sorry  Our company has just opened  There are always too many things to handle  You know that , You don ’ t have to explain  Suit yourself
Thank you for understanding  I promise I ’ ll make it up to you , I hate doing the damn laundry
Forgive you for what ? , I used your computer  And I ’ m afraid I ’ Ve erased your personal files accidentally
I can ’ t believe it ! I have all my important personal documents stored in that computer  It ’ s no laughing matter , I told you I ’ m sorry  What can I do to make it up to you ?
Good   let's go for a drive , Okay   I'll get the car out of the garage
Sure   just ask  What can I do for you ? , My car has a problem starting  Could you please take a look at it for me ?
Absolutely  I ’ m a great mechanic , Thanks for helping me out  I really appreciate it
I'd be glad to , How did you get the piano here ?
It took three of us to move it , It sounds like Bob's getting out of bed
Who was he out with ? , Are you ready to leave ?
I don't care , Shall we buy ?
If I were you   I'd buy , It's time to go to bed
Just 10 more minutes , What are you eating ?
Because it's supposed to be good for you , It's your turn to go first
Oh   Okay , Shall we go out tonight ?
Okay   but you ask him , I'll cook dinner for you
That's the best there is , Okay   I'll take one
Thanks very much , You really shouldn't be lifting this by yourself
Why not ? , Why aren't you going out ?
I'm going to work , What time will you be home ?
Played poker with my work friends , Did you win ?
But it's raining , Do you play mahjong ?
I'll go take a shower , I cooked   so
Hello  Can you help me ? , Yes   I'm here to fix your pipes
It's about time , Can I have this shoe in the black please ?
I'm afraid I haven't got one in your size , Get up   you lazybones !
I've already started , When ?
You mean the large one or the small one ? , The large one
No  We have some that are different in style but not in color  They're over there  Do you see the sign ? , Oh   yes  I think I'll look at those over there before I decide
I'm off today , My battery's flat in my mobile
That's okay , Is there a doctor here ?
Sure   what's happened ? , I am a student in Cambridge University  I read your ad   I want to know something more about your room   please ?
No   but there is one downstairs   which my daughter used some years ago , It sounds good  Could I go and see it myself ?
( after a while ) Good afternoon   Mrs  Smith  I called you just now , Welcome ! Come in   please !
Wonderful ! A modest   comfortable room  Ah   a beautiful window   through which I can see a beautiful scene   and hear the birds singing  How nice ! , Yes   if you want to wash something   there is a separate lavatory room outside
OK , I wonder if you could help me ?
Sure thing , You just ran a red light
I take it you've done this before ? , Yes   for the last 20 years
I'd rather have a cup of coffee , Of course sir   would you like milk and sugar with that ?
Pass him , I stayed at Bob's last night
Yes   you should have , Are you going to come home late tonight ?
So what is it ? , You gotta help me out this time   buddy
I'll be back late tonight , Why ? What's the problem ?
I ’ d love to   but I ’ m a terrible dancer  I ’ m afraid I may step on your toes , Don ’ t worry about it  I ’ ll show you how  It ’ s a piece of cake
Don ’ t worry about it  I have his pager number right here , Really ? You ’ Ve helped me a lot  Thank you
It's delicious , Would you pour me some of that tea   please ?
No   thanks  I'm fine , Hello   could I speak to Allison   please ?
I think he'll be back in about an hour at least , Well   may I leave a message ?
Ok  Does he know your number ? , I'm afraid he doesn't  My mobile is 139- 2477 - 4026
It's good to be home , How can I get to Lakeside Park ?
Yes  No need to change , I come home for lunch
Okay   I'll make you some food , May I speak to Marry ?
That's all right  We don't go to bed early , Hello  Excuse me  Do you know if there's a Commercial Bank around here ?
No   it's just a couple of minutes , Thanks very much
I can't believe it 。 , Where do you want to go ?
About how much will it cost ? , It will cost you $ 10
It's a quarter to 12  Could you please drive a little faster ? , Certainly
Who broke my chair ? , It wasn't me
Where can I get a good novel ? , There's a bookstore just across the street
I'll treat you dinner , Don't be silly  Let's go Dutch
Would you please put that cigarette out ? I get sick on it , You do ? OK   fine with me
What ? , You gotta have some better deodorant
I don ’ t see any problem ; only the car is a bit old , Oh you ’ re so kind !
Here's ten  Keep the change , These are new arrivals
I like the fabric   but I don ’ t like the style , What about that one over there ?
What time does the next showing of Forrest Gump begin ? , The next show is at two o'clock
Yes  We have socks made of various materials  These socks are of imported wool , Can you guarantee the quality ?
Here  We have black   white and transparent panty-hose here , Do you have any fresh baked donuts for sale yet ?
It's going to be 3 dollars 40 cents , Taxi !
All right , Oh   I like the music on your radio  It's nice
But I don't speak English at all , That's OK  The program is especially for the beginners like us
Thank you so much  I'll try and catch that , The radio has brought us lots of convenience
So we should take the advantage of it , Do you have these shoes in a size 7 ?
Sorry  I'll clean it up , I wonder if we can change to Channel 5
Oh   good , There is a football match
What are you going to do ? , I'm going to listen to the radio
Sure  Let me get it for you , Can you also show me this one ?
You ’ re right  This one costs less   but is more beautiful , Will the luster fade out after some time ?
Certainly   the mirror is right here , Mommy   can I stay up until eleven o'clock ?
Who's calling ? , It's so boring
I think it's a basketball match on channel 5 , Do you mind if we switch over ?
' Star war ' , It must be interesting
It's a portable TV  It's a popular thing now , Oh   that's new to me  So what's on everyday ?
Yes   there are something good and informative  I think that many people underestimate the value of TV in education , I agree  Are there any commercials on the TV ?
Not always  It depends on the transmission of the satellite signals , I got it  Do you pay for the programs ?
Yeah  You know driving is boring  TV can get me out of the fatigue of driving , It can also entertain your passengers like me
Dad   it's raining outside , That is your excuse
Peter   enough with your computer games  Go do your homework now , Can't I play more ?
Peter   if you don't turn off your computer   then I won't allow you to play it again starting next week , Hi   who has the remote control ?
I think they have pretty good programmes  But I'll change it if you really want , Put it on Channel 5   OK ?
What's on today ? , A basketball match between Chinese team and American team
Peter   where are you going ? , I'm going to do some shopping
The TV station will air the World Cup football match alive at 8: 30 , Really ? Who will play ?
Who do you think will win ? , There is no doubt that the Brazilian team will win
Help yourself , By the way   where's Jim ?
Wow ! That car almost hit me , Eat some more
What's the rush ? , Kata ! You've got a beautiful singing voice  You hit the high notes perfectly
Yes   I'd like to  It's my honor  Let's pick a song , How about this one ?
OK  But I'm not familiar  I don't know the beginning part , Never mind  You can follow me  I'll sing the first part
Wait a moment   mom , I'm mad ! I said now ! Turn off the TV   and do it now
Sorry   I'm late , It doesn't matter
It seems you got here at good time  Do you have a bus schedule ? , Yes   I do  You can buy a bus schedule in a news stand
Do I have to change ? , No  The Museum is the terminal of this bus
Mom   can I have more allowance ? , What for ?
Of course not ! I'm telling the truth , Honey   it's good if you spend money to buy more books  But $ 100 dollars a week is enough for you already
Dad   may I have a room of my own ? , Oh   honey   I'm so sorry   we don't have enough space for you to have your own room
Alright  Maybe it's the only way to do it , Open the book and turn to page 10
Do I have to memorize it ? , No   honey   try to make notes in your notebook
Not today   Honey  Don't eat too much ice cream , Mom   can I have one more piece of cake ?
Oh   honey   you made a mistake , I don't know how to do it
16 divided by 2 equals 8 , You got it  Good job
Oh   honey   you should study harder , But I already tried my best
Sorry  You've got the wrong number , Dad   how do you say this word ?
Look it up in the dictionary , Dad   can you just tell me what it means ? I'm too lazy
I like red , Now   we're going to draw an apple in your sketch book  What do we use ?
Mom   my nose is bleeding , What happened   Peter ? Did you have a fight ?
Mom ! I was just picking my nose   and now it's bleeding , Something's wrong with my air conditioning
Are you sick ? , I feel dizzy
Oh   honey   I think you've caught a cold   you should get a shot , What do you want to be ?
I like playing the piano , Yes   you play the piano well  You could be a good pianist  That's good
May I have the menu   please ? , Sure  Here you go
Well   there are many boys that can play the piano very well   like Jay Chou , No way   mom  I don't like piano
Jenny   Can you come and help me ? , Mom   what should I do ?
That's my good girl  The clothes need washing  I'll do the laundry , Mom   what are we going to make tonight ?
Really ! Oh   honey   you are so sweet  I'll chop up this carrot , Mom   the water is boiling !
No   it's too loud in here , It's your turn now   Helen
Thank you  You are so considerate , Push the red button on the mike to turn it on
OK  Let me have a try , Well done ! I hope I can sing as well as you one day
Dinner's ready ! Come and get it ! , Coming !
Who is the next one ? , It's Peter's turn
Be quiet  He is singing , I thought he only liked to listen !
Yes   he sings wonderfully , Can you pass me the lighter ?
Yes   I do it quite often , Karaoke has become a major entertainment  I wonder why
Ah   that's the biggest fun of all  You see   even though you're not a good singer   people will listen to you , I wouldn't do that
I like popular music best , Me too
Do you know this song ? , Yes   I like it very much
Who's it for ? , It's for you
May I use your phone ? , Go ahead
Watch out   Jenny ! Be careful of the cars , I'm fine   dad
Watch out for strangers   and don't go too far away  Alright ? , Do you shop online often ?
Books   cosmetics   daily necessities   even large electrical appliance can be ordered from online-stores , Incredible  I really want to survey the on-line virtual supermarket
Some provide wrong pictures for the goods   so many buyers are deceived , Peter   it's time to go home now ! Hurry up !
I bet she will hang around with her mates after school , Peter   it's a quarter to twelve  Let's go home now !
I am keen on a coat on wwwdingdingcom  But it requires having an online banking account  Is it necessary ? , Indeed  Online banking enables you to make on-line shopping
So easy , I think online banking can change your money habits and it is quicker than ATM processing speed
Dad   I have to do my homework , No   honey   why didn't you go to cram school last night ?
I'm sorry   dad  But I would rather stay at school than go to cram school , Do you have any plan to buy a house in this city ?
It is depressing to hear the price goes higher and higher , More and more people need to buy houses   but the market can not meet the needs   so this caused the bubble in real estate industry
Yes   it displays some social problems and interprets the values of our white-collars , I really   really want a house   even though it is small like a snail house
Can you give me a hand ? , Of course
Kate   can we change the channel ? , Why ?
What about this one ? Do you like this program ? , No   I think it is very boring  Can you change it to Channel Twelve   please ?
No   I haven't  This is my first time to watch it , I'm sure you will like it
Alright   Mom  Should I turn off the TV right now ? , Yes   honey  Go to your room   and take out your book  It's your reading time now
OK   Tom  It's your turn  Are you ready ? , I really would rather just listen  Isn't there anyone else who wants to sing ?
Well   you asked for it  Why don't you put on an Elvis song for him ? He loves ' The King ' , I'll put the song at the front of the list
Peter   have you seen my purse ? , No   mom  I haven't seen it
Not yet  Let me see , Hello   I'm sorry for calling this late  May I speak to Peter ?
He should be back in ten minutes  Could 1 you call back later ? , I'll call again in thirty minutes
She missed us and asked when we would go back home , What's your plan ?
All right , These vegetables taste very sweet
Well   it's a secret , Dad   come on ! Just tell me
It is so popular among people to preserve health now   so I read some books about health food , Can you give me some examples ?
Warm water can be good for your stomach   which is empty at that moment  And freshness can keep the water active to clean your digest system , Anything else ?
What do we have for the dinner now ? , Potatoes   tomatoes and cucumber
Where is my favorite white bread ? Is it in refrigerator ? , I didn't buy any of it at all  Most health food are good for you   but don't taste good
Are you trying to change our eating patterns ? , How much was your watch ?
Honey   don't tell me that you want a pet dog also , Mom   please  Can I have a pet dog like Andy's ?
No   honey   the balcony is full of boxes and things  I'm sorry , Jenny   what are you going to do tomorrow morning ?
Dad ! It's cold now ! , But swimming in the winter is good for your body  Believe me
Do you want to play poker ? , Do you know how to play it ?
I would like to buy a black suit , Do you have any special brand in your mind ?
but it looks good  Let me try it on , Ok   the mirror is over there
Yes   what size is in your mind ? , Small size
How about this one ? It ’ s the latest design   simple but elegant , Looks nice  How much do you charge ?
How much would you say ? , $ 80
I ’ ll take this one , Good  Anything else ? The tie pins ? The cuff links ?
Oh  I like this one  I have been looking for this color and design  Please wrap it for me   and I ’ ll take it , Did your eye doctor prescribe you contact lenses ?
I have found I ’ m short-sighted recently  I need to wear glasses  As a student   it ’ s better for me to wear ordinary glasses instead of contact lenses , We have many kinds of glasses here  Which frames do you like best ?
They fit me very well  I like them , Please go to receive optometry first over there
Yes  Your gold necklace has a diamond pendant   and your eardrops should be , These look wonderful  Do these come with a guarantee of quality ?
Do you carrying fresh fish ? , Yes we do  Check the meat department  There is a fish counter there too
Thanks , See   it's right over there
Could you show me some scarves ? , What kind of scarf shall I show you ? We have them in all sorts and sizes
Yes   it will ; this must be the foreign produce , This is Chinese made
But that still sounds expensive , Sorry   we can ’ t come down any more
Thanks for your help , No problem
Sure   whatever you need , Can you help me move this table ?
I like these shoes , Do you realize that all these shoes are half off ?
What would you like to eat tonight ? , I'm not sure   what about you ?
I'm going to paint the house today , Are you sure there is enough paint for the house ?
How do you like Chinese food ? , It's my favorite
Hi   Bob , How did you do on your driving test ?
What's on TV tonight ? , Nothing special
It should be handwashed with cold water  It's a common sense  Don't you know it ? , I'm so sorry  I have no idea of it  I washed silk dress the first time  I'll buy a new one for you or I'll give you money
Good morning   Mary , How do you want your egg cooked ?
Can I give you a hand ? , Thanks
On the left of the elevator of the 3rd floor , I ’ d like to buy a woolen vest for my grandpa
It ’ s my honor , Hi   sir  Come and have a look here  We have all kinds of sweaters
It feels good  Are there cowl-neck pullovers with the same color ? My wife prefers a turtleneck to a V-shaped collar , Yes   we do  What size do you want ?
All right  Could I have it gift-wrapped   please ? , Yes   just a moment   please
Why ? , Because I think it's boring
Absolutely  And it's a good way to kill time during the tour , Do you have magazines now ?
Sure  Here you are , Is that the latest issue of Reader you're reading ?
I didn't know that  How much does it cost to subscribe ? , I'm not exactly sure   but it's not that expensive at all
I was the only person in my family reading it  Everyone in my family just likes to read Fashion , It's the same in my family  The coffee table in my living room is covered with copies of Fashion
Really ? Is there ' Wall Street Journal '   please ? , There are several   take a piece  The crash appears in the headline  It is famous for offering catastrophe stories
Give me the latest issue of ' National Geographic ' , That's the top magazine in America and is popular with young people  OK  It is totally 30 dollars
Do you have something to read ? , Yes   I do
Thanks  It's rather cold this morning   wouldn't you say ? , You're right
Brazil wins the World Cup , Yes   I see
No problem  No matter what ’ s wrong with it   I can surely meet your satisfaction , Really ? Look at the toe of this shoe  It is worn out
Yes   I can  To tell you the truth   I ’ m the best nearby , Hi  I need to have my shoes repaired
Ah   I can do it perfectly , How much does it cost ?
All right  I ’ ll repair them for you , How long will it take ? Could you repair them while I wait ?
Where's the nearest tailor's ? , There is one just around the corner
Is there a better tailor's around here ? , No   there is not   as far as I know
Ok  Please go ahead , I bought a pair of trousers last year   which I like the best  But this year they don ’ t fit me very well  They ’ re tight in the waist   baggy at the knees  Can you make some alterations ?
Yes   absolutely ! We have a very good reputation in the neighborhood , When can I have my trousers if I bring it to you tomorrow ?
Would you show me some table-cloths ? , Certainly  ( Take a table-cloth to her )
That ’ s reasonable , If you take good care of it   it will last you quite a number of years
Hello  I'm thinking about watching a Chinese traditional opera with a foreign girl  What's on this weekend ? , Well   there will be charity performance on Saturday night  And also   there will be a solo concert by an opera star on Sunday night
What about the performance itself ? , Oh   it's a reserved opera named ' The Monkey Creates Havoc in Heaven '
Wonderful ! How much is the ticket ? , The price varies according to the seats  300 for the front   200 for the middle   and 50 for the back  Which kind would you like ?
Terrific  May I stop by to get that two tickets tomorrow afternoon ? , Sure  And our theater is located on Liberty Avenue   just opposite the biggest guitar store  Can I have your name ?
Can I have the menu   please ? , Sure  Here you are
How much is it ? , A table-cloth of this size and style is 15 Yuan
Really ? I ’ ll take it then , Could you please pass me the salt ?
Yeah sure   it's much quicker  Do you know how ? , No   can I trouble you to lend me a hand ?
Yeah , Ok   then you need to go to Tai Power Building Station
Oh   that's simple enough , Then   when you have your ticket   you go wait on the platform
Have you got change for a thousand ? , Let me see
Oh OK   where do I get off ? , You should get off at the first Shi Da stop
No   is it difficult ? , No   it's quite simple  When you get on   just ask the bus driver when to pay the fare and where you want to get off
Wow   I can't thank you enough , Don't mention it
When do you need them   sir ? , How about tomorrow morning ?
And do you want the glossy or matted finish ? , I prefer glossy  How much ?
Do you develop films here ? , Yes   we shall  What size do you like ?
The last one is black and white   all the rest should need color , OK
Yes   it is  And develop them as glossy as possible , No problem  Do you need another film ?
May I help you   madam ? , Yes   where's the meat counter ?
OK  Wait a second   please , I wonder if the chops are fresh
Anything else ? , No   thanks
We have many kinds of different purpose  I wonder whom you are buying for ? , My son  He is two years old
You may rest assured  It sells well , May I have a look at the introduction ?
Oh   Dad  Do I have to get up right now ? , Yes   or you'll be late
I must have slept right through it , Rise and shine
Oh   that hurts , I think it's bleeding
Yes   please get some white bread   thick cut   some ham   not the processed stuff   some gouda cheese   some galla apples and , Wait  This is sounding like a major list  Why don't you just come with me ?
Would you like to get in shape together ? , What do you have in mind ?
As a matter of fact   they are having a promotion right now , Let's go after work and take a tour of the facilities
You have a pet lizard ? Somehow I never would have imagined that , His name is Grunt  Come closer and I'll properly introduce you
Wow  He's heavy ! And his skin feels really cool , Stick around and you'll get to know him better  He has a very unusual personality
I have this list of stuff that I need and I only have half the dough , Half the dough huh  Well  How would you like to earn the other half ?
We can't go that way   the road is blocked for the next few days , Oh   that's right  They're filming a movie up there   aren't they ?
I think that they get a pretty good payoff , The movie company has to pay them ?
May I help you   sir ? , Yes   I have many things to buy  I would like to choose the cleaning milk first
You can use this  It has special effect for keeping your face moisturized  It has this lotion   as a gift attached , Sounds good  What about shampoo ? I would like to buy the product that prevents scurf
Yes   it is a new brand , I do not care the brand as long as it works well
Yes   here you are , Welcome  May I help you ?
Purple  But today   I'm thinking of buying one in a bright colour , Yes   I see  How do you like this one ?
It's still too dark  Any brighter colours ? , Not from this brand   I'm afraid
Oh   that's the very thing I need , Hey   Mom   look what I found !
I did   Mom , Shame on you  I was saving them for your brother
I see  What does that include ? , It covers all parts and labour   except for normal wear and tear of course
Are there any exclusions ? , Not really  It's a very comprehensive warranty  I ’ ll put a copy in the post to you and you can read through the small print
If you need any help   just let me know , I need something to wash this down  Is there any juice in the fridge ?
You know   healthy eating doesn't have to make you gag , The sales lady said that even if I eat right   I wouldn't get enough vitamins
It may take less time   but I don't know about easier  Yuck , Hey   young lady   get back here and have some breakfast
Dad   I never eat breakfast , Breakfast is brain food  Maybe that's why your grades are Suffering
Alright  You win  Please pass the brain food , What do you think about all the different diets that people go on ?
They need to eat healthy foods   but they also have to increase the amount of physical exercise every day  They don't have to cut out fattening foods altogether   though , So you think it's OK for people who are dieting to eat chocolate   don't you ?
Many people gain weight by drinking far too much soda  Soda should be treated seriously ; there's simply no nutritional value in it whatsoever , And have you ever tried taking vitamins ?
You might not believe this   but I used to be twice the size that I am now ! , Would you like to have some icecream ? I've got a variety of flavors for you to choose from  I've got strawberry   peach   chocolate   coffee   vanilla and praline
I'd better not  Please don't tempt me  Please ! , Gee ! You are really strong-willed
Can you help me out   Chuck ? , Sure  What's it   Yvonne ?
It's time to go  Are you ready ? , Almost  Let me get my bag
I'm getting dressed   what does it look like ? , It looks like you are about to get dressed  Did you forget we are in a car on the road ?
All right   pull over at that service station and I'll dress in the ladies ' room , That will be my pleasure
Please ! You can do it  Their clothes are all laid out on the bed , Remember what happened last time ?
Don't worry ! Today they are wearing dresses ! , Oh   in that case   sure ! Uh  what are these long sock-looking things ?
This way please  We offer multiple manicure services here  Do you want a full service ? , I don't need the full service
OK  Please sit down  I hope you will be satisfied with our service , Thanks very much
That's too bad  What problems are you having , Oh   the whole house needs re-painting for starters  The carpet in the living room is worn out   and I'd like to put in new wall-to-wall carpeting  Last week   I had to call the plumber to fix the toilet  Anyway   all par for the course when you own a house   I guess  I think I am going to hire an interior decorator to look the place over
Well   I think a crystal chandelier would look great in your living room   and maybe some new drapes for the windows  Also   a grandfather clock would look great in the den  Perhaps you could buy some potted plants for the dining room , Wow   you really do have a talent for this   Alice  Thanks for the suggestions
No   thanks   I'll pass  It looks very tempting though , I thought strawberry cake with cream cheese frosting was your favorite ?
I went to the doctor the other day  My cholesterol is up , Oooo  This sounds serious
Yes   I think so  I ’ d like to have one medium steak   and a bottle of wine , Yes   sir  It'll be a moment
Uh   yes   they are , Moooooommmmm ! You're so in ! Anything else you've been keeping from me ?
Oh   for Pete's sake  This is cosmetic  My brows are falling out  I did this for convenience , Come on mom  I'm your A ! Wait till the guys hear about this !
I don't see any wrinkles or sagging skin ! You'd better stop being so ridiculous , Anyway I think I need a nose job and some breast implants as well
You are fine the way you are  Besides   plastic surgery hurts , Really ?
Okay  Is your hair naturally curly or is it a perm ? , It's natural  My friend told me you know how to work with curls
With the cut I'll give you   we will minimize a lot of that , Thank you !
I am looking for cologne   small bottle  Can I see that one in the glass shelf ? , Yes   of course   this one costs 260 yuan
What's the difference between the two ? , It's difficult to explain  But this one is really cheap
It costs only 25 yuan , Oh   it's too expensive  Can't you make it any cheaper ?
How much would you like it to be   then ? , What about 15 yuan ?
I think you've got a real bargain , Thank you
Yes   we have a great variety of Chinese antiques , What do you have ?
Good  How about the table set ? , Oh   it looks well  I like it very much
One thousand eight hundred yuan , It's not expensive  I'll take it
Maybe sandalwood fan is good , Would you show me some ?
The small ones are one hundred yuan for each  And the big ones are two hundred and thirty yuan , I'll take two small ones and a big one
OK  Here you are , I would like to buy some local handcrafts as gifts to my friends and relatives
You have made an excellent choice   it is our newcomer  The tapestry is on hot sell with the design and quality  The design on it is traditional Paris architecture , How much is it ?
We have a piece of table clothing to go with it  It is a brocade one with pretty stars , This silver vase is a good ornament for the living room
OK  Do you like these candles ? They are on sale now , All right  I will take one
How do you like them ? , Not bad
I don't know how much we can trust them  Do you have any ideas ? , Some of them   I think   are not good
That's my greatest concern  But how can you tell which one is clean ? , I judge by appearances
I'd like to try some kebab   roasted squid   and many different appealing things , Don't try everything at one time   please
We have a great variety of Chinese antiques and porcelain  Do you like them ? , Yes   I love them   but they are fragile  It is not convenient to take them
Of course  These paintings have many designs   such as animals   flowers   landscape   aquatics and so on , They are beautiful   but I can't understand the connotation in them  Let me see the handkerchiefs
This is a series of animals   called Chinese zodiac , Good  So I will take three series and five bamboo ones
Would you please show me that mural ? , Certainly  Here you are
